,Event.Id,Accident.Number,Event.Date,Location,Country,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
62663,20070723X00997,SEA07CA169,2007-06-08,"COEUR D'ALENE, ID",United States,Coeur d'Alene,Non-Fatal,Substantial,Airplane,N450SS,Boeing Stearman,A75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62664,20070806X01122,NYC07LA134,2007-06-08,"GALLATIN, TN",United States,Sumner County,Non-Fatal,Substantial,Airplane,N729P,Raytheon Aircraft Company,A36,No,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,Descent,Probable Cause,25-11-2008
62665,20070629X00847,DEN07CA099,2007-06-08,"ERIE, CO",United States,Erie Municipal Airport,Non-Fatal,Substantial,Airplane,N83365,Aeronca,7AC,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62668,20070910X01352,MIA07CA108,2007-06-09,"WILLISTON, FL",United States,WILLISTON MUNI,Non-Fatal,Substantial,Airplane,N33CP,James L. Stringfellow,Glastar,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62673,20070616X00749,SEA07LA152,2007-06-10,"SANTA BARBARA, CA",United States,Santa Barbara Municipal Apt,Non-Fatal,Substantial,Airplane,N914DD,Dassault-breguet,Mystere Falcon 900,No,3.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,15.0,VMC,Takeoff,Probable Cause,10-11-2008
62675,20070723X00996,SEA07CA151,2007-06-10,"NOVATO, CA",United States,Gnoss Field,Non-Fatal,Substantial,Airplane,N171SR,Cirrus Design Corp.,SR22,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,30-08-2007
62676,20070712X00928,SEA07CA149,2007-06-10,"ESPARTO, CA",United States,Private Airstrip,Non-Fatal,Substantial,Airplane,N5641H,Piper,PA-16,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,30-08-2007
62677,20070807X01126,NYC07CA135,2007-06-10,"TRENTON, GA",United States,Prater's Landing,Non-Fatal,Substantial,Airplane,N1206D,Cessna,C-170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62679,20070910X01350,MIA07CA106,2007-06-10,"GREENSBORO, GA",United States,GREENE COUNTY AIRPARK,Non-Fatal,Substantial,Airplane,N1786Q,Cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Go-around,Probable Cause,31-10-2007
62680,20070628X00839,DFW07CA132,2007-06-10,"MADISON, MS",United States,BRUCE CAMPBELL FIELD,Non-Fatal,Substantial,Airplane,N987MD,Piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-07-2007
62684,20070807X01132,NYC07CA132,2007-06-11,"PLANT CITY, FL",United States,Plant City Municipal,Non-Fatal,Substantial,Helicopter,N7185K,Robinson,R-22B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,30-08-2007
62685,20070726X01023,CHI07CA165,2007-06-11,"MANITO, IL",United States,Manito Michell,Non-Fatal,Substantial,Airplane,N26756,Wsk Pzl Mielec,PZL-M-18,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,30-08-2007
62688,20070628X00831,DFW07CA140,2007-06-12,"KATY, TX",United States,Easterwood Field Airpot,Non-Fatal,Substantial,Airplane,N4260L,Cessna,172G,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62692,20070712X00929,SEA07CA153,2007-06-12,"HAILEY, ID",United States,Friedman Memorial Airport,Non-Fatal,Substantial,Airplane,N4018Z,Piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,30-08-2007
62693,20070807X01133,NYC07CA137,2007-06-13,"TINICUM, PA",United States,Hoge Farm,Non-Fatal,Substantial,Airplane,N3023U,Piper,PA-28RT-201,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,IMC,Takeoff,Probable Cause,30-08-2007
62700,20070723X00991,SEA07CA159,2007-06-14,"ROCHE HARBOR, WA",United States,Roche Harbor Airport,Non-Fatal,Substantial,Airplane,N623AM,Nelson,Murphy SR3500 Moose,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Landing,Probable Cause,30-08-2007
62701,20070712X00931,SEA07CA157,2007-06-14,"HAILEY, ID",United States,Friedman Memorial Airport,Non-Fatal,Substantial,Airplane,N33AG,Cessna,210M,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62703,20070706X00890,CHI07CA171,2007-06-15,"COLUMBIA, IL",United States,COLUMBIA,Non-Fatal,Substantial,Airplane,N2850K,Luscombe,8A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62704,20070716X00945,CHI07CA169,2007-06-15,"BELLAIRE, MI",United States,ANTRIM COUNTY,Non-Fatal,Substantial,Airplane,N23117,Cessna,150H,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Approach,Probable Cause,25-07-2007
62705,20070717X00947,ATL07CA093,2007-06-15,"BATAVIA, NY",United States,Genesee County Airport,Non-Fatal,Substantial,Airplane,N2228L,Cessna,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62714,20070723X00979,DFW07CA136,2007-06-16,"WILSONVILLE, AL",United States,Commander Airpark Inc,Non-Fatal,Substantial,Airplane,N222ES,Sandall Evan R,RV8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-07-2007
62732,20070807X01131,NYC07CA141,2007-06-18,"MARIETTA, PA",United States,Donegal Springs,Non-Fatal,Substantial,Airplane,N97044,Piper,PA31-310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,30-08-2007
62737,20070723X00978,ATL07CA091,2007-06-18,"PLAINVILLE, CT",United States,Robertson Field,Non-Fatal,Substantial,Airplane,N67248,Beech,C-23,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62739,20070716X00942,LAX07CA192,2007-06-19,"RENO, NV",United States,Reno,Non-Fatal,Substantial,Airplane,N32035,Waco,UPF-7,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-07-2007
62740,20070703X00855,CHI07CA172,2007-06-19,"BATTLE CREEK, MI",United States,W K KELLOGG,Non-Fatal,Substantial,Airplane,N4358V,Cessna,195,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,25-07-2007
62743,20070927X01459,DFW07CA139,2007-06-19,"Van, TX",United States,Brady Field Airport,Non-Fatal,Destroyed,Airplane,N115RC,Mooney,M-20E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-11-2007
62751,20070712X00921,CHI07CA175,2007-06-20,"LONDON, OH",United States,MADISON COUNTY,Non-Fatal,Substantial,Airplane,N45468,Luscombe,8A,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62752,20070626X00809,DFW07CA143,2007-06-20,"Sand Springs, OK",United States,WILLIAM R. POGUE MUNI,Non-Fatal,Destroyed,Helicopter,N196TV,Bell,BH206B-3,No,1.0,Turbo Jet,Aerial Observation,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,31-03-2008
62754,20070725X01016,DEN07CA102,2007-06-21,"ERIE, CO",United States,Erie Municipal,Non-Fatal,Substantial,Helicopter,N15XH,Eagle Rnd,Helicycle,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62758,20070723X00992,SEA07CA186,2007-06-22,"BEAR LAKE, ID",United States,Bear Lake County Airport,Non-Fatal,Substantial,Airplane,N3570B,Cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-10-2007
62761,20070705X00875,MIA07LA111,2007-06-22,"CULLMAN, AL",United States,Fulsom Field Airport,Non-Fatal,Substantial,Airplane,N18491,Beech,A36,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Cruise,Probable Cause,16-03-2011
62762,20070628X00836,DFW07CA145,2007-06-22,"GRAND PRAIRIE, TX",United States,Grand Prairie Municipal,Non-Fatal,Substantial,Airplane,N676EV,Evektor,sportstar,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-07-2007
62770,20070723X00980,ATL07CA096,2007-06-23,"LAUREL, MD",United States,Suburban Airport,Non-Fatal,Substantial,Airplane,N526W,Burk,RV-6A,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62775,20070801X01079,LAX07CA193,2007-06-24,"JACKSONVILLE, FL",United States,CRAIG MUNICIPAL AIRPORT,Non-Fatal,Substantial,Airplane,N567DD,Cessna,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62777,20070703X00856,CHI07CA178,2007-06-24,"HILLSDALE, MI",United States,Hillsdale Municipal,Non-Fatal,Substantial,Airplane,N7597E,Aeronca,7EC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62778,20070727X01035,ATL07CA097,2007-06-24,"BINGHAMTON, NY",United States,Chenango Bridge Airport,Non-Fatal,Substantial,Airplane,N3124U,"Sherman John, H",Nieuport II,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62781,20070717X00952,ANC07CA053,2007-06-24,"DUTCH HARBOR, AK",United States,Driftwood Bay,Non-Fatal,Substantial,Airplane,N7811,Grumman,G21A,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,30-08-2007
62784,20070723X01003,SEA07CA182,2007-06-25,"LONG BEACH, CA",United States,Daugherty Field,Non-Fatal,Substantial,Airplane,N137RJ,Cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62785,20070723X01005,SEA07CA180,2007-06-25,"TUCSON, AZ",United States,Tucson Int'l,Non-Fatal,Substantial,Helicopter,N980SM,Robinson,R22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62786,20070712X00924,CHI07CA186,2007-06-25,"GRAND LEDGE, MI",United States,Abrams Municipal,Non-Fatal,Substantial,Airplane,N2364K,Piper,J3F-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-07-2007
62792,20070723X00995,SEA07CA185,2007-06-26,"EVERETT, WA",United States,Snohomish County Airport,Non-Fatal,Substantial,Airplane,N3715,Hammer,Thorp T-18,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62793,20070730X01059,SEA07CA183,2007-06-26,"GREENWATER, WA",United States,Ranger Creek,Non-Fatal,Substantial,Airplane,N733XW,Cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-10-2007
62794,20070807X01129,NYC07CA150,2007-06-26,"MACHIAS, ME",United States,Machias Valley,Non-Fatal,Substantial,Airplane,N5457P,Piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62795,20070829X01265,LAX07CA194,2007-06-26,"FRESNO, CA",United States,Fresno Chandler Executive,Non-Fatal,Substantial,Airplane,N1054E,Aeronca,7AC,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Takeoff,Probable Cause,31-10-2007
62799,20070712X00922,CHI07CA181,2007-06-26,"Grand Forks, ND",United States,GRAND FORKS INTL,Non-Fatal,Destroyed,Helicopter,N96ND,Bell,206B,No,1.0,Turbo Shaft,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-07-2007
62801,20070910X01353,MIA07CA112,2007-06-27,"GREENVILLE, SC",United States,Donnaldson Airport,Non-Fatal,Substantial,Airplane,N812EV,Evektor-aerotechnik As,Sportstar,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-10-2007
62809,20070817X01203,CHI07CA196,2007-06-28,"CEDAR RAPIDS, IA",United States,Cedar Rapids Muni,Non-Fatal,Substantial,Airplane,N123JA,Anderson,Glasair FT II,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Approach,Probable Cause,30-08-2007
62816,20070723X01001,SEA07CA191,2007-06-29,"HENDERSON, NV",United States,Henderson Exec,Non-Fatal,Substantial,Airplane,N4KE,Piper,PA 28R-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Go-around,Probable Cause,31-10-2007
62818,20070727X01031,DEN07CA110,2007-06-29,"STEAMBOAT SPNGS, CO",United States,STEAMBOAT SPRINGS/BOB ADAMS FI,Non-Fatal,Substantial,Airplane,N72638,Cessna,T206H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62820,20070724X01007,ATL07CA099,2007-06-29,"PERRY, GA",United States,Perry-Houston County Airport,Non-Fatal,Substantial,Airplane,N54730,Cessna,172P,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-07-2007
62824,20070723X01004,SEA07CA192,2007-06-30,"PALM SPRINGS, CA",United States,Palm Springs Int'l Airport,Non-Fatal,Substantial,Airplane,N475CC,Cub Crafters Inc.,CC11-100,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62825,20070731X01065,DFW07CA147,2007-06-30,"LUBBOCK, TX",United States,Lubbock International Airport,Non-Fatal,Substantial,Airplane,N41585,Piper,PA28R-200,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,30-08-2007
62826,20070711X00907,CHI07FA187,2007-06-30,"Conway, AR",United States,Dennis F. Cantrell Field Arpt,Fatal(2),Destroyed,Airplane,N771HR,Cessna,500,No,2.0,Turbo Fan,Personal,2.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,10-09-2009
62829,20070829X01264,MIA07CA115,2007-07-01,"MITCHELLVILLE, MD",United States,Freeway,Non-Fatal,Substantial,Airplane,N321MD,Mooney,M20R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,31-10-2007
62830,20070908X01334,LAX07CA199,2007-07-01,"SANTA BARBARA, CA",United States,SANTA BARBARA MUNI,Non-Fatal,Substantial,Airplane,N214GZ,Cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62831,20070829X01266,LAX07CA196,2007-07-01,"BOULDER CITY, NV",United States,BOULDER CITY MUNI,Non-Fatal,Substantial,Airplane,N6370P,Piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62832,20070727X01032,DEN07CA111,2007-07-01,"LOVELAND, CO",United States,FORT COLLINS-LOVELAND MUNI,Non-Fatal,Substantial,Airplane,N180EV,Cessna,180A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,30-08-2007
62837,20070901X01291,NYC07CA156,2007-07-02,"FORT LAUDERDALE, FL",United States,Fort Lauderdale Executive,Non-Fatal,Substantial,Airplane,N500JT,Piper,PA-34-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,31-10-2007
62838,20070804X01105,LAX07CA201,2007-07-02,"NEWCASTLE, UT",United States,Dry Lake Bed,Non-Fatal,Substantial,Airplane,N84888,Cessna,172K,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,30-08-2007
62842,20070723X01000,SEA07CA193,2007-07-03,"LONG BEACH, CA",United States,Long Beach Airport,Non-Fatal,Substantial,Helicopter,N457SH,Robinson,R 22 Beta,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,31-10-2007
62844,20070808X01154,LAX07CA202,2007-07-03,"SPANISH FORK, UT",United States,Spanish Fork-Springville,Non-Fatal,Substantial,Airplane,N619TH,Cessna,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62845,20070807X01125,DEN07CA116,2007-07-03,"LOVELAND, CO",United States,Fort Collins-Loveland Muni,Non-Fatal,Substantial,Airplane,N5129C,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62847,20070713X00933,LAX07FA200,2007-07-03,"Carlsbad, CA",United States,Carsbad,Fatal(2),Destroyed,Airplane,N47LC,Beech,E90,No,2.0,Turbo Prop,Personal,2.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,17-06-2019
62848,20070808X01156,LAX07CA203,2007-07-04,"PIMA, AZ",United States,Flying J. Ranch,Non-Fatal,Substantial,Airplane,N521F,Rajhamsa,XAIR,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62849,20070820X01206,DEN07CA120,2007-07-04,"PEYTON, CO",United States,Meadow Lake,Non-Fatal,Substantial,Airplane,N108EM,Flight Design Gmbh,CTSW,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62852,20070810X01170,CHI07CA194,2007-07-04,"TRENTON, MO",United States,Trenton Muni,Non-Fatal,Substantial,Airplane,N1178J,Boeing,N2S-3,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Maneuvering,Probable Cause,30-08-2007
62853,20070807X01134,NYC07CA158,2007-07-05,"WARRENTON, VA",United States,Warrenton-Fauquier Airport,Non-Fatal,Substantial,Airplane,N6381D,Cessna,195,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62865,20070726X01021,CHI07CA200,2007-07-06,"LAKE IN THE HIL, IL",United States,Lake in the Hills,Non-Fatal,Substantial,Airplane,N4419F,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62866,20070726X01019,CHI07CA192,2007-07-06,"MUNCIE, IN",United States,Delaware County-Johnson Field,Non-Fatal,Substantial,Airplane,N7693U,Cessna,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-08-2007
62871,20070919X01411,MIA07CA118,2007-07-07,"STATE COLLEGE, PA",United States,UNIVERSITY PARK,Non-Fatal,Substantial,Airplane,N1576A,Piper,PA-20-135,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-09-2007
62874,20070808X01159,LAX07CA207,2007-07-07,"SPANAWAY, WA",United States,Shady Acres,Non-Fatal,Substantial,Airplane,N9716A,Cessna,170,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Takeoff,Probable Cause,30-08-2007
62878,20070718X00957,NYC07FA159,2007-07-08,"BROOKS, KY",United States,Brooks Field,Fatal(2),Substantial,Airplane,N9180V,Mooney,M20F,No,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,VMC,Landing,Probable Cause,28-12-2008
62879,20070807X01135,NYC07CA163,2007-07-08,"MATINCUS ISLAND, ME",United States,Matinicus Island Airport,Non-Fatal,Substantial,Airplane,N2762Q,Cessna,182K,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Approach,Probable Cause,30-08-2007
62880,20070904X01303,NYC07CA161,2007-07-08,"NEW HAVEN, CT",United States,TWEED-NEW HAVEN,Non-Fatal,Substantial,Airplane,N759BY,Cessna,182Q,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,31-10-2007
62888,20070908X01333,LAX07CA214,2007-07-08,"Clarksburg, CA",United States,Clarksburg,Non-Fatal,Minor,Airplane,N2869E,Aeronca,7AC,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Standing,Probable Cause,31-10-2007
62890,20070716X00937,MIA07FA117,2007-07-09,"NICHOLS, FL",United States,Lakeland Linder Regional,Fatal(2),Substantial,Airplane,N387RP,Piper,PA-30,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,11-06-2009
62895,20070711X00915,CHI07LA204,2007-07-09,"EDGERTON, WI",United States,Jana,Non-Fatal,Substantial,Airplane,N2579R,Cessna,182K,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Cruise,Probable Cause,17-06-2019
62898,20070815X01190,LAX07CA211,2007-07-09,"Mukilteo, WA",United States,Snohomish Co (Paine Field),Non-Fatal,Destroyed,Airplane,N3964M,Piper,PA-12,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Approach,Probable Cause,30-08-2007
62899,20070820X01209,DEN07CA117,2007-07-10,"MONTPELIER, VT",United States,Edward F Knapp State,Non-Fatal,Substantial,Airplane,N9890H,Cessna,182R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62902,20070723X00973,NYC07MA162,2007-07-10,"Sanford, FL",United States,Orlando Sanford International,Fatal(5),Destroyed,Airplane,N501N,Cessna,310R,No,2.0,Reciprocating,Executive/corporate,5.0,4.0,0.0,1.0,VMC,Cruise,Probable Cause,19-01-2012
62906,20070809X01160,DFW07CA156,2007-07-11,"MERCEDES, TX",United States,MID VALLEY,Non-Fatal,Substantial,Helicopter,N7878,Bell,47G-2A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,31-03-2008
62913,20070806X01111,NYC07LA166,2007-07-12,"ENTERPRISE, AL",United States,Enterprise Municipal Airport,Non-Fatal,Substantial,Airplane,N4043P,Piper,PA-23-160,No,2.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,06-05-2009
62916,20070828X01256,ATL07CA103,2007-07-12,"IMMOKALEE, FL",United States,IMMOKALEE,Non-Fatal,Substantial,Helicopter,N61447,Schweizer,269C-1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,31-10-2007
62927,20070808X01142,SEA07CA197,2007-07-14,"ASTORIA, OR",United States,Astoria Regional,Non-Fatal,Substantial,Airplane,N233KS,Cessna,182S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62932,20070828X01252,DFW07CA161,2007-07-14,"LEVELLAND, TX",United States,LEVELLAND MUNI,Non-Fatal,Substantial,Airplane,N4589,Rodgers,Zodiac 601XL,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-10-2007
62933,20070807X01127,DEN07CA121,2007-07-14,"MARBLE, CO",United States,NONE,Non-Fatal,Substantial,Airplane,N3196D,Cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-08-2007
62940,20070831X01277,SEA07CA221,2007-07-15,"STANLEY, ID",United States,Stanley,Non-Fatal,Substantial,Airplane,N6561B,Britten-norman,BN-2A-20,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-11-2007
62941,20070731X01066,SEA07CA206,2007-07-15,"ONTARIO, OR",United States,ONTARIO MUNI,Non-Fatal,Substantial,Airplane,N7474L,Piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62942,20070808X01141,SEA07CA198,2007-07-15,"LEADORE, ID",United States,Leadore,Non-Fatal,Substantial,Airplane,N2625G,Cessna,182B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,31-10-2007
62943,20070806X01121,NYC07LA168,2007-07-15,"E.STROUDSBURG, PA",United States,Stroudsburg-Pocono Airport,Non-Fatal,Substantial,Airplane,N7389J,Piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,24-12-2008
62949,20070828X01257,ATL07CA105,2007-07-15,"BEVERLY, MA",United States,BEVERLY MUNI,Non-Fatal,Substantial,Airplane,N13151,Cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62952,20070824X01241,SEA07CA200,2007-07-16,"SHEEP MOUNTAIN, MT",United States,Off Airport,Non-Fatal,Substantial,Helicopter,N164JS,Bell,206B II,No,1.0,Turbo Shaft,External Load,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,29-11-2007
62955,20070913X01392,CHI07CA217,2007-07-16,"ELYRIA, OH",United States,Lorain County Regional Airport,Non-Fatal,Substantial,Airplane,N804DC,Chrapczynski,M1 Midget Mustang,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-10-2007
62958,20070808X01143,SEA07CA205,2007-07-17,"BEND, OR",United States,Bend Municipal Airport,Non-Fatal,Substantial,Helicopter,N707WH,Robinson,R22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62963,20070808X01145,SEA07CA207,2007-07-18,"PAHOKEE, FL",United States,Pahokee,Non-Fatal,Substantial,Airplane,N907JW,Cessna,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62964,20070902X01295,NYC07CA169,2007-07-18,"VERO BEACH, FL",United States,Vero Beach,Non-Fatal,Substantial,Airplane,N93574,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-10-2007
62966,20070908X01335,LAX07CA228,2007-07-18,"SAN LUIS OBISPO, CA",United States,SAN LUIS OBISPO COUNTY-MC CHES,Non-Fatal,Substantial,Airplane,N599CA,Dta Sari,Combo FC 912,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007
62968,20070803X01103,CHI07CA222,2007-07-19,"WALDRON, MO",United States,Noahs Ark,Non-Fatal,Substantial,Airplane,N5571G,Cessna,150J,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,30-08-2007
